"id","arrival_time"
"12926","1"
"11709","1"
"10645","2"
"11075","2"
"5971","3"
"8534","3"
"4071","4"
"4380","4"
"42","5"
"11891","5"
"19227","6"
"15331","6"
"7406","7"
"4457","7"
"944","8"
"7328","8"
"8107","9"
"598","9"
"41","10"
"3730","10"
"12939","11"
"6332","12"
"836","12"
"5492","13"
"2277","13"
"1889","14"
"15298","14"
"464","15"
"18065","15"
"1107","16"
"10395","16"
"19","17"
"1500","17"
"1783","18"
"1804","18"
"2097","19"
"1581","19"
"371","20"
"7415","20"
"8407","21"
"277","22"
"996","22"
"26","23"
"9232","23"
"7654","24"
"7655","24"
"5723","25"
"2945","25"
"13805","26"
"17693","26"
"1196","27"
"1760","27"
"152","28"
"9970","28"
"19899","29"
"9834","29"
"76","30"
"12815","30"
"7098","31"
"7099","31"
"2598","32"
"12200","32"
"849","33"
"367","33"
"1049","34"
"17689","34"
"443","35"
"444","35"
"16349","36"
"19904","36"
"3246","37"
"10286","37"
"14616","38"
"13691","38"
"10667","39"
"14999","39"
"149","40"
"5579","40"
"6240","41"
"6523","42"
"2549","43"
"5675","43"
"7061","44"
"9180","44"
"311","45"
"1724","45"
"1681","46"
"6112","46"
"2855","47"
"8375","47"
"7265","48"
"1451","49"
"21266","49"
"2724","50"
"14125","50"
"14131","51"
"6305","51"
"2391","52"
"4450","53"
"3363","53"
"7104","54"
"7068","54"
"3880","55"
"409","55"
"12569","56"
"18068","56"
"1349","57"
"18155","57"
"429","58"
"3092","58"
"891","59"
"8130","59"
"4965","60"
"900","60"
"2213","61"
"15862","62"
"5790","62"
"13","63"
"4770","64"
"5126","64"
"6417","65"
"6418","65"
"735","66"
"3953","67"
"3097","68"
"2637","68"
"137","69"
"13710","69"
"16266","70"
"11816","70"
"4901","71"
"16885","72"
"17687","72"
"181","73"
"46","74"
"4794","74"
"2703","75"
"7986","75"
"3","76"
"6333","77"
"12012","77"
"198","78"
"1246","78"
"43","79"
"1963","80"
"6","80"
"4951","81"
"655","81"
"6173","82"
"7201","82"
"1247","83"
"11623","83"
"9400","84"
"2480","85"
"13100","85"
"33","86"
"186","87"
"9640","88"
"9641","88"
"2396","89"
"2135","89"
"96","90"
"3247","91"
"686","91"
"0","92"
"1766","93"
"841","93"
"707","94"
"16333","94"
"15184","95"
"18421","95"
"1137","96"
"12787","96"
"2547","97"
"1789","97"
"5091","98"
"12234","98"
"12998","99"
"15929","99"
"5304","100"
"4943","100"
"8944","101"
