"id","arrival_time"
"1573","1"
"1574","1"
"849","2"
"9638","2"
"1032","3"
"183","3"
"1250","4"
"3371","4"
"14036","5"
"1827","5"
"2703","6"
"3927","6"
"574","7"
"14368","7"
"2618","8"
"1502","8"
"8659","9"
"11561","9"
"3363","10"
"297","11"
"8","11"
"4304","12"
"4957","12"
"5492","13"
"2277","13"
"18937","14"
"7094","14"
"7575","15"
"16441","15"
"14617","16"
"17128","16"
"2544","17"
"8246","17"
"10645","18"
"758","18"
"10841","19"
"4396","20"
"6467","20"
"3238","21"
"2677","21"
"3539","22"
"11845","22"
"4296","23"
"6968","23"
"924","24"
"18032","24"
"3255","25"
"504","25"
"1235","26"
"1122","26"
"882","27"
"4062","27"
"1950","28"
"2244","28"
"876","29"
"9210","29"
"2028","30"
"1962","30"
"8947","31"
"12119","31"
"6914","32"
"1414","32"
"1196","33"
"1169","33"
"834","34"
"6592","34"
"76","35"
"1354","35"
"1541","36"
"1349","36"
"5517","37"
"2135","37"
"326","38"
"427","38"
"5260","39"
"14159","39"
"9818","40"
"2550","40"
"7894","41"
"7803","41"
"708","42"
"252","42"
"3788","43"
"4075","43"
"5648","44"
"20717","44"
"894","45"
"458","45"
"12156","46"
"12769","46"
"19323","47"
"15250","47"
"345","48"
"7177","48"
"900","49"
"1451","49"
"6173","50"
"1852","50"
"46","51"
"1591","51"
"2020","52"
"2163","52"
"13994","53"
"13995","53"
"1081","54"
"449","54"
"516","55"
"608","55"
"13899","56"
"7893","56"
"277","57"
"9050","58"
"73","58"
"615","59"
"3064","59"
"26","60"
"3483","60"
"20252","61"
"20849","61"
"6369","62"
"12551","62"
"4710","63"
"2426","64"
"348","64"
"3880","65"
"407","65"
"2805","66"
"3454","66"
"878","67"
"1290","67"
"255","68"
"19320","68"
"1540","69"
"72","69"
"3284","70"
"725","70"
"172","71"
"714","71"
"3711","72"
"9069","72"
"2898","73"
"7520","73"
"110","74"
"11328","74"
"1766","75"
"20152","75"
"5091","76"
"2639","77"
"1138","77"
"181","78"
"3764","78"
"16861","79"
"7347","79"
"7897","80"
"3246","80"
"1270","81"
"1107","82"
"2575","82"
"505","83"
"568","83"
"16225","84"
"11259","84"
"3393","85"
"17","85"
"566","86"
"19404","87"
"7446","87"
"1783","88"
"2473","88"
"10809","89"
"13833","89"
"8315","90"
"9885","90"
"810","91"
"3416","91"
"7971","92"
"726","93"
"2800","93"
"9746","94"
"13065","94"
"5179","95"
"14888","95"
"10569","96"
"12058","96"
"4971","97"
"2320","97"
"1521","98"
"2711","98"
"1703","99"
"3136","99"
"203","100"
"134","100"
"5282","101"
"12309","101"
"13808","102"
"7138","102"
"3953","103"
"8387","103"
"2186","104"
"4852","104"
"6192","105"
"4592","105"
"680","106"
"2710","107"
"381","107"
"2280","108"
"20720","109"
"20721","109"
"4983","110"
"4138","112"
"2681","112"
"1247","113"
"65","113"
"4847","114"
"3270","114"
"9058","115"
"8505","115"
"1246","116"
"2210","117"
"7945","117"
"523","118"
"816","118"
"1613","119"
"17153","119"
"833","120"
"4376","120"
"140","121"
"11558","121"
"14","122"
"5297","123"
"9735","123"
"1037","124"
"1005","124"
"1610","125"
"1457","125"
"20080","126"
"3735","127"
"6644","127"
"599","129"
"0","129"
"10783","130"
"2052","131"
"12384","131"
"15549","132"
"4961","132"
"16596","133"
"8455","133"
"666","134"
"10191","135"
"8279","135"
"1850","136"
"1054","136"
"25","137"
"2424","137"
"14147","138"
"18593","138"
"1631","139"
"5204","139"
"74","140"
"4951","141"
"19118","141"
"314","142"
"17309","142"
"8104","143"
"2713","144"
"861","144"
"4963","145"
"2393","145"
"47","146"
"3354","147"
"4923","148"
"1577","149"
"959","149"
"198","150"
"1364","151"
"3","152"
"902","152"
"2547","153"
"2413","153"
"14340","154"
"3876","155"
"9845","155"
"1544","156"
"9370","156"
"19047","157"
"836","157"
"97","158"
"96","158"
"6358","159"
"13972","159"
"1786","160"
"2069","160"
"1269","161"
"33","162"
"14817","162"
"474","163"
"20685","164"
"8385","165"
"8777","165"
"17709","166"
"3319","167"
"10264","167"
"415","168"
"1189","168"
"10423","169"
"7358","170"
"284","170"
"8646","171"
"1994","172"
"9080","172"
"10180","173"
"9841","173"
"1004","175"
"5900","175"
"3705","176"
"8307","177"
"8308","177"
"2579","178"
"6989","179"
"2369","179"
"799","180"
"6799","180"
"1380","181"
"4014","181"
"12620","182"
"235","183"
"452","184"
"4380","184"
"1761","185"
"12","185"
"42","186"
"7163","186"
"10987","187"
"1208","188"
"2628","188"
"4166","189"
"7023","189"
"5971","190"
"4220","190"
"4496","191"
"7201","191"
"792","192"
"2093","192"
"6060","193"
"9393","195"
"14047","195"
"1661","196"
"656","196"
"4901","197"
"9478","198"
"5092","198"
"43","199"
"571","200"
"14070","200"
"12129","201"
"12691","201"
"411","202"
"538","203"
"942","204"
"3609","205"
"5788","205"
"28","206"
"670","206"
"3332","207"
"3033","208"
"2113","208"
"871","209"
"2406","209"
"1889","210"
"157","210"
"3424","211"
"2228","211"
"19835","212"
"2637","212"
"12903","213"
"2018","214"
"2757","215"
"545","215"
"18233","216"
"21531","216"
"2716","217"
"8986","217"
"1984","218"
"1916","218"
"487","219"
"559","219"
"707","220"
"965","220"
"6364","221"
"5290","222"
"18128","222"
"7581","223"
"703","223"
"3501","224"
"4272","224"
"4875","225"
"4630","226"
"561","227"
"9031","228"
"1866","228"
"130","229"
"8610","229"
"2485","230"
"4009","230"
"7100","231"
"7113","232"
"6711","232"
"211","233"
"6333","234"
"637","234"
"496","235"
"678","235"
"15066","236"
"17054","236"
"8275","237"
"16839","237"
"1968","238"
"529","241"
"139","241"
"4476","242"
"11356","242"
"2142","243"
"3229","243"
"784","244"
"1108","244"
"17056","245"
"5490","246"
"17912","246"
"311","247"
"629","248"
"723","248"
"18196","249"
"1256","250"
"2080","250"
"1140","251"
"1351","252"
"11300","252"
"2995","253"
"404","253"
"3605","254"
"137","255"
"11938","255"
"1725","256"
"85","257"
"77","257"
"15018","258"
"409","258"
"854","259"
"13170","260"
"6509","261"
"2982","261"
"2274","262"
"5570","264"
"5304","264"
"1727","265"
"814","266"
"727","266"
"2973","267"
"506","268"
"2239","269"
"75","269"
"41","270"
"1804","271"
"8022","271"
"9104","272"
"2358","273"
"11599","275"
"10301","276"
"9580","276"
"898","278"
"19","278"
"4632","279"
"1001","280"
"1073","280"
"12014","281"
"8346","281"
"7237","282"
"6217","282"
"14489","283"
"1737","284"
"16388","284"
"13968","285"
"3251","286"
"10545","287"
"10048","287"
"4103","288"
"4811","288"
"8669","289"
"8006","289"
"17711","290"
"2112","292"
"204","293"
"145","293"
"170","294"
"6716","294"
"3841","295"
"10083","295"
"7685","297"
"15771","297"
"2060","298"
"3574","299"
"6498","299"
"5791","300"
"5957","300"
"7077","301"
"10032","301"
"303","302"
"5882","303"
"6726","304"
"14127","304"
"11844","305"
"16766","305"
"1632","306"
"2564","307"
"4048","308"
"9429","309"
"21120","309"
"3496","310"
"9680","311"
"16307","311"
"219","312"
"7787","314"
"2553","314"
"16528","316"
"7406","317"
"8641","317"
"6790","318"
"6918","318"
"3887","320"
"15345","321"
"18613","321"
"4500","322"
"6125","323"
"6490","324"
"8479","324"
"13836","326"
"16142","326"
"223","329"
"8926","329"
"18068","330"
"37","331"
"2","331"
"80","332"
"267","332"
"1748","333"
"6456","334"
"6720","334"
"10920","335"
"1342","336"
"3545","336"
"5962","337"
"791","338"
"388","340"
"1162","342"
"944","343"
"8706","344"
"11468","345"
"7350","345"
"21143","346"
"12882","347"
"4974","348"
"2976","348"
"15515","349"
"4071","349"
"4198","350"
"4414","350"
"10658","351"
"16547","351"
"11572","352"
"10762","352"
"1508","354"
"113","354"
"2480","355"
"3606","355"
"17293","356"
"16392","356"
"4794","357"
"10839","358"
"109","358"
"7687","359"
"6151","359"
"464","360"
"14544","360"
"486","361"
"15270","362"
"770","362"
"15597","363"
"417","364"
"2534","365"
"20140","365"
"4664","367"
"15287","368"
"15165","368"
"5889","369"
"2895","370"
"2156","370"
"1008","371"
"1039","371"
"2883","372"
"2728","373"
"2428","374"
"4085","374"
"175","375"
"3669","376"
"7418","378"
"2491","379"
"1233","380"
"17386","382"
"21266","383"
"5488","384"
"1690","384"
"8649","385"
"12053","385"
"120","386"
"10215","387"
"19350","387"
"1370","388"
"820","389"
"4466","389"
"3092","390"
"512","390"
"14376","391"
"643","392"
"1258","393"
"5292","393"
"286","394"
"1118","394"
"14090","395"
"17575","396"
"17047","396"
"156","397"
"1142","397"
"5126","398"
"1436","399"
"280","400"
"1098","400"
"4722","401"
"5727","401"
"1789","402"
"2162","403"
"3290","404"
"7588","404"
"79","405"
"1495","405"
"6823","406"
"4459","406"
"4219","407"
"3185","407"
"265","408"
"2382","408"
"8786","409"
"12036","410"
"4136","411"
"2373","411"
"4765","413"
"1598","413"
"554","414"
"10433","414"
"15420","415"
"19592","416"
"2533","418"
"3727","420"
"66","420"
"10864","421"
"16178","422"
"21158","422"
"13821","423"
"9511","423"
"10790","425"
"11412","425"
"7294","427"
"3901","428"
"174","428"
"7752","429"
"11683","429"
"4010","430"
"16881","431"
"14459","432"
"4064","433"
"2962","434"
"7560","434"
"3315","435"
"457","436"
"855","437"
"1618","437"
"17055","438"
"4273","439"
"10667","440"
"20225","440"
"7272","441"
"6552","441"
"6430","442"
"419","443"
"3664","444"
"3368","444"
"1120","446"
"1926","447"
"9085","448"
"4245","449"
"5253","449"
"17038","450"
"11015","451"
"7692","452"
"4362","452"
"408","453"
"247","455"
"3515","456"
"3733","456"
"10405","457"
"2215","458"
"3862","459"
"135","460"
"15219","461"
"1696","461"
"9223","462"
