"id","arrival_time"
"4901","1"
"219","1"
"6720","2"
"277","2"
"10426","3"
"7612","3"
"3319","4"
"6369","4"
"4341","5"
"15899","5"
"13836","6"
"18483","6"
"6240","7"
"88","7"
"7406","8"
"15756","8"
"4162","9"
"4513","9"
"3607","10"
"10784","10"
"326","11"
"1798","11"
"4095","12"
"5690","12"
"1107","13"
"7201","13"
"1137","14"
"445","14"
"3014","15"
"11487","15"
"4753","16"
"8055","16"
"2480","17"
"7446","17"
"11998","18"
"15420","18"
"6333","19"
"4033","19"
"5179","20"
"4293","20"
"13805","21"
"4457","21"
"11461","22"
"10694","22"
"2763","23"
"7133","24"
"6804","24"
"5257","25"
"1169","25"
"1399","26"
"297","26"
"5571","27"
"5304","27"
"2446","28"
"7319","28"
"5278","29"
"193","29"
"1098","30"
"20445","30"
"14464","31"
"21590","31"
"1690","32"
"8119","32"
"8430","33"
"11090","33"
"834","34"
"20740","34"
"2867","35"
"2251","35"
"9333","36"
"3606","36"
"2703","37"
"5119","37"
"41","38"
"458","38"
"6125","39"
"16100","39"
"26","40"
"1766","40"
"707","41"
"1610","42"
"80","43"
"76","43"
"1889","44"
"1227","44"
"4476","45"
"6020","45"
"944","46"
"7362","46"
"101","47"
"570","47"
"14","48"
"103","48"
"849","49"
"49","49"
"1644","50"
"3541","50"
"19932","51"
"1866","52"
"1179","52"
"4066","53"
"1926","54"
"2224","54"
"3229","55"
"2445","56"
"9638","56"
"4923","57"
"820","58"
"3393","59"
"2406","59"
"411","60"
"1172","60"
"9714","61"
"4933","61"
"4453","62"
"655","62"
"198","63"
"615","63"
"784","64"
"959","64"
"7077","65"
"10687","65"
"4396","66"
"11719","66"
"4380","67"
"9097","67"
"7722","68"
"187","69"
"13","69"
"2962","70"
"3928","70"
"5417","71"
"17788","71"
"5895","72"
"2028","72"
"7596","73"
"7867","73"
"15864","74"
"16178","74"
"2762","75"
"5351","75"
"3094","76"
"2922","76"
"138","77"
"3483","78"
"157","79"
"19","79"
"13024","80"
"9818","81"
"9247","81"
"2391","82"
"404","82"
"5971","83"
"11304","83"
"121","84"
"1197","84"
"4691","85"
"409","85"
"10658","86"
"6358","87"
"6055","87"
"3552","88"
"2255","88"
"1806","89"
"723","89"
"17853","90"
"828","91"
"5517","92"
"7261","92"
"18889","93"
"8231","94"
"15052","94"
"996","95"
"1114","95"
"139","96"
"25","97"
"64","97"
"8453","98"
"1226","98"
"8426","99"
"1189","100"
"725","101"
"14508","101"
"2669","102"
"2233","102"
"14806","103"
"11242","103"
"10900","104"
"10901","104"
"18103","105"
"18147","105"
"2424","106"
"4768","107"
"294","108"
"2210","108"
"12517","109"
"6645","109"
"1726","110"
"1028","110"
"1377","111"
"608","111"
"3284","112"
"5213","112"
"286","113"
"33","113"
"281","114"
"14376","115"
"18345","116"
"2357","117"
"678","117"
"2271","118"
"399","119"
"109","119"
"6192","121"
"14781","121"
"2995","122"
"72","123"
"1246","123"
"13065","124"
"13974","124"
"3683","125"
"554","126"
"8370","126"
"568","127"
"2013","127"
"4964","128"
"13933","129"
"19223","129"
"1370","130"
"8027","130"
"3880","132"
"2830","132"
"3626","133"
"447","133"
"577","134"
"529","134"
"68","135"
"11065","136"
"9083","136"
"1850","137"
"8214","137"
"17928","138"
"1804","139"
"6177","139"
"1946","140"
"1233","140"
"5375","141"
"12064","142"
"8773","142"
"97","143"
"2060","144"
"1669","144"
"1748","145"
"2186","146"
"3315","146"
"18181","147"
"15278","147"
"3862","148"
"1992","148"
"9460","150"
"9599","150"
"3587","151"
"2478","151"
"20323","152"
"15622","152"
"9275","153"
"2135","154"
"5882","154"
"181","155"
"14441","155"
"3635","156"
"8818","157"
"17293","158"
"13972","158"
"2034","159"
"4951","160"
"20276","160"
"19369","161"
"7897","162"
"1457","162"
"5492","163"
"20225","163"
"110","164"
"9080","164"
"803","165"
"5722","166"
"15963","166"
"2174","167"
"3927","168"
"10673","168"
"6819","169"
"2640","169"
"1299","170"
"13276","170"
"1695","171"
"6057","171"
"452","172"
"6203","172"
"1498","173"
"902","173"
"3839","174"
"2156","174"
"9509","175"
"7054","175"
"1349","176"
"6224","176"
"14214","177"
"17469","177"
"6509","178"
"8838","178"
"6173","179"
"441","181"
"13541","182"
"9991","182"
"1138","183"
"4072","184"
"15585","185"
"1494","186"
"9479","186"
"2821","187"
"900","187"
"12053","189"
"5957","189"
"292","190"
"9889","190"
"5716","191"
"5047","192"
"2211","192"
"2636","193"
"2908","193"
"1761","194"
"1451","195"
"1413","196"
"1394","196"
"1008","197"
"2170","197"
"2274","198"
"6613","198"
"599","199"
"3713","199"
"1521","200"
"1287","200"
"4682","201"
"4995","201"
"2603","202"
"667","203"
"263","203"
"133","204"
"3439","205"
"16767","206"
"12193","206"
"256","207"
"1958","207"
"2266","208"
"3282","208"
"612","209"
"5700","209"
"20635","210"
"13441","210"
"5380","211"
"3539","212"
"9746","212"
"17652","213"
"1471","215"
"2304","216"
"255","217"
"19320","217"
"13175","218"
"6986","218"
"4630","219"
"16617","220"
"3976","221"
"7464","222"
"6805","222"
"15993","223"
"3046","224"
"2997","224"
"5055","225"
"6386","226"
"3454","226"
"8489","227"
"684","228"
"331","228"
"15783","229"
"1929","230"
"3642","231"
"5987","231"
"15839","232"
"11618","233"
"12261","233"
"1207","234"
"2596","235"
"93","235"
"5092","237"
"5967","237"
"16986","238"
"2620","239"
"503","240"
"1760","240"
"1742","241"
"346","241"
"1938","242"
"814","243"
"12756","243"
"8749","244"
"19355","245"
"18463","245"
"2089","246"
"2565","246"
"14307","247"
"1520","248"
"3116","248"
"3869","249"
"2104","249"
"1971","250"
"288","250"
"1247","251"
"5657","251"
"119","252"
"3949","252"
"10203","253"
"5940","254"
"1796","254"
"385","255"
"538","255"
"1637","256"
"2346","256"
"4406","257"
"18818","257"
"4262","258"
"994","258"
"20720","259"
"21646","259"
"11950","261"
"775","261"
"13260","262"
"21015","263"
"12595","263"
"14716","264"
"1962","264"
"9227","265"
"4010","266"
"13855","266"
"7616","267"
"17781","267"
"1750","268"
"833","268"
"16867","269"
"4775","270"
"223","273"
"4965","273"
"73","274"
"1464","274"
"86","275"
"85","275"
"2437","276"
"4311","277"
"371","278"
"17566","279"
"12920","279"
"2009","281"
"876","281"
"2952","282"
"298","282"
"1700","283"
"15884","284"
"152","285"
"1322","285"
"4959","286"
"2810","287"
"15731","288"
"28","289"
"14911","289"
"120","290"
"8659","291"
"12621","291"
"4071","292"
"1118","292"
"10481","293"
"1351","293"
"46","294"
"8947","294"
"8250","295"
"20094","296"
"1601","297"
"1442","298"
"155","299"
"1927","300"
"430","300"
"345","301"
"2369","301"
"10870","302"
"5718","303"
"2280","303"
"525","304"
"5790","304"
"10545","305"
"19728","305"
"733","306"
"18811","306"
"2575","307"
"19332","308"
"10738","308"
"4961","309"
"2855","311"
"1642","313"
"1579","313"
"17111","315"
"758","316"
"1928","317"
"14494","318"
"1641","320"
"4106","320"
"351","321"
"6","321"
"12740","323"
"13016","323"
"5085","324"
"11190","324"
"12384","325"
"18066","325"
"9743","326"
"2897","327"
"2614","327"
"237","328"
"8377","329"
"4632","330"
"3887","330"
"2214","331"
"8936","331"
"6515","332"
"1827","332"
"5248","333"
"4031","334"
"6247","335"
"0","335"
"170","336"
"5126","336"
"4997","337"
"1156","338"
"4064","338"
"1467","339"
"7600","339"
"7641","340"
"2225","341"
"233","341"
"7","342"
"9438","342"
"797","344"
"7308","345"
"10593","345"
"95","346"
"4273","347"
"6334","347"
"566","348"
"4103","349"
"299","350"
"1359","350"
"3905","353"
"14125","353"
"2278","354"
"7772","354"
"1342","355"
"5439","355"
"893","356"
"3410","357"
"5072","357"
"2852","358"
"16358","358"
"16389","360"
"18398","361"
"16766","361"
"3486","363"
"12857","365"
"967","366"
"1994","367"
"11503","367"
"1407","368"
"3531","369"
"686","370"
"2449","370"
"2759","371"
"10117","371"
"1956","372"
"15200","373"
"10373","374"
"1133","374"
"14954","375"
"6671","375"
"4971","376"
"894","377"
"10536","378"
"16370","378"
"15361","379"
"3371","380"
"9705","381"
"13265","381"
"2050","382"
"8852","385"
"9656","386"
"3270","387"
"19419","388"
"7803","389"
"16832","389"
"7577","390"
"3158","391"
"20242","391"
"7019","392"
"8676","392"
"207","393"
"15336","394"
"6223","394"
"7484","395"
"173","396"
"2314","396"
"1802","397"
"8177","398"
"545","400"
"1049","400"
"4218","401"
"7385","401"
"18867","402"
"16773","402"
"536","403"
"1508","404"
"11687","405"
"8707","405"
"4496","406"
"39","407"
"19837","408"
"16207","408"
"203","409"
"1045","409"
"12599","410"
"70","410"
"11468","411"
"14685","411"
"1258","412"
"1198","412"
"244","413"
"9646","414"
"456","414"
"6534","415"
"7185","416"
"17705","416"
"5864","417"
"5383","418"
"3647","419"
"1877","419"
"467","420"
"8236","421"
"15861","422"
"16473","422"
"2663","423"
"4219","423"
"12421","424"
"15729","424"
"12071","425"
"18416","426"
"3478","427"
"2674","428"
"913","428"
"14382","429"
"3339","430"
"2213","431"
"5926","432"
"6668","432"
"4875","433"
"122","434"
"11037","435"
"14993","435"
"14343","436"
"13054","437"
"19577","438"
"6430","438"
"2410","439"
"100","439"
"367","440"
"20386","440"
"16128","441"
"4022","442"
"10215","443"
"8","444"
"15618","445"
"3368","446"
"3522","447"
"2947","447"
"7958","448"
"5374","450"
"3033","454"
"6498","454"
"15247","455"
"2746","456"
"6033","456"
"7806","457"
"10520","458"
"1488","459"
"8949","459"
"6336","460"
"4642","461"
"2631","461"
"137","462"
"16180","462"
"18990","463"
"16501","463"
"19829","464"
"661","465"
"1024","466"
"163","467"
"1261","468"
"1262","468"
"9700","469"
"12523","471"
"3275","471"
"10967","472"
"5622","473"
"15304","473"
"4159","474"
"3050","475"
"6217","475"
"4","476"
"10804","477"
"17523","478"
"11709","478"
"332","479"
"640","479"
"6499","480"
"4592","480"
"12790","481"
"19485","481"
"5094","482"
"1783","482"
"5184","483"
"196","484"
"744","485"
"12569","486"
"1555","487"
"9026","487"
"6456","488"
"9641","488"
"3238","489"
"4048","489"
"314","490"
"10299","491"
"6391","492"
"15887","493"
"3797","495"
"2428","495"
"15451","496"
"16145","496"
"4794","497"
"652","498"
"6631","499"
"43","500"
"8633","500"
"83","501"
"14635","501"
"9736","502"
"9730","502"
"924","504"
"916","504"
"4250","505"
"4880","505"
"2579","506"
"17244","507"
"17141","508"
"220","509"
"10841","510"
"5835","510"
"5420","511"
"3806","511"
"232","512"
"16452","515"
"14679","516"
"19553","516"
"272","519"
"408","519"
"164","520"
"20811","521"
"561","522"
"4299","523"
"1214","524"
"2598","524"
"4734","525"
"4317","526"
"12651","527"
"8294","527"
"2870","528"
"986","529"
"11372","530"
"192","531"
"1939","535"
"2121","537"
"7160","537"
"14623","538"
"111","539"
"6009","539"
"3554","542"
"3518","543"
"3588","543"
"1502","545"
"42","547"
"516","548"
"201","548"
"9240","549"
"7002","550"
"16462","551"
"6654","551"
"1746","552"
"9269","553"
"9266","553"
"7877","554"
"585","555"
"17889","556"
"10877","557"
"1380","558"
"407","558"
"4366","559"
"13791","560"
"30","561"
"243","562"
"5164","563"
"1840","563"
"2533","564"
"17993","564"
"6898","565"
"1542","565"
"15520","566"
"6820","568"
"6974","568"
"11300","569"
"836","572"
"3845","574"
"11886","575"
"2318","576"
"2112","576"
"364","578"
"3510","578"
"3696","579"
"14087","580"
"2904","582"
"5359","584"
"2021","584"
"1378","585"
"16523","585"
"2973","586"
"1950","587"
"2632","587"
"4957","588"
"96","589"
"3294","592"
"183","592"
"9864","593"
"14556","593"
"2350","594"
"2933","594"
"5490","595"
"11827","595"
"946","596"
"3954","597"
"12657","597"
"1354","600"
"823","601"
"9709","602"
"13800","603"
"871","604"
"1014","605"
"5990","607"
"13203","608"
"15279","609"
"5051","609"
"2215","610"
"4567","610"
"19874","611"
"2944","612"
"781","614"
"1985","616"
"3085","616"
"15182","618"
"3424","619"
"5911","619"
"887","620"
"3764","620"
"6773","622"
"8935","623"
"77","624"
"7687","625"
"18602","626"
"5615","626"
"9035","627"
"6045","627"
"4413","628"
"16135","629"
"9834","630"
"1510","631"
"59","632"
"280","633"
"4009","633"
"685","634"
"7587","635"
"731","636"
"14547","637"
"10425","637"
"3363","638"
"15313","639"
"15594","641"
"1196","642"
"2706","642"
"1631","643"
"19123","643"
"1655","645"
"15521","646"
"2373","649"
"14633","650"
"2415","651"
"13694","652"
"15682","652"
"1922","653"
"799","654"
"16574","655"
"5065","656"
"18764","657"
"1020","657"
"13344","658"
"17692","659"
"1759","659"
"2550","661"
"17504","662"
"1581","663"
"2120","664"
"15183","665"
"20059","665"
"4268","666"
"14889","667"
"16955","667"
"689","668"
"5639","669"
"5477","669"
"2955","670"
"607","670"
"769","671"
"2490","671"
"13253","672"
"6034","673"
"1289","674"
"7094","675"
"12892","676"
"10718","676"
"20034","677"
"13984","677"
"15089","678"
"4172","679"
"3246","680"
"5541","680"
"4895","682"
"4515","683"
"6350","683"
"19815","684"
"14149","684"
"9357","685"
"4150","686"
"19893","687"
"2713","688"
"810","688"
"2613","689"
"9318","689"
"19838","690"
"19928","690"
"321","691"
"21091","692"
"20423","692"
"20838","693"
"20779","693"
"1035","694"
"10001","695"
"17923","697"
"15335","698"
"3039","701"
"20571","702"
"3023","703"
"9016","704"
"3841","705"
"20514","705"
"5495","708"
"7023","709"
"1186","711"
"3846","712"
"617","713"
"2549","715"
"1984","715"
"2010","716"
"574","717"
"12317","718"
"637","719"
"6816","719"
"10054","721"
"9168","722"
"1531","723"
"21037","724"
"1577","725"
"1603","726"
"6518","726"
"12719","727"
"973","729"
"9207","730"
"15241","732"
"1677","732"
"508","733"
