0,1,4.2412760405360504e-05
0,122,4.737496211153892e-05
0,134,3.0921418338835725e-05
0,158,0.0003687260390500019
0,29,4.4421828924531304e-05
0,254,0.0003684485928204684
0,145,5.4262485926253984e-05
0,100,6.234316437164373e-05
0,210,8.266116666665982e-05
0,396,0.0003687260390500019
0,476,3.812407638533287e-05
0,301,7.928269650364618e-05
0,322,0.0001999485851121107
0,1013,3.4233191965300144e-05
0,41,0.00030332851689177353
0,1270,3.092325701496119e-05
0,311,1.6151739241012014e-05
0,2,0.0003507284456003523
0,1439,7.503478854780819e-05
0,855,5.7480794999000366e-05
0,1625,4.3792376460197654e-05
0,160,3.724028611246416e-05
0,43,0.00022177217992671227
0,35,0.00029538799658795136
0,280,5.124813085373328e-05
0,1654,4.2300139504913194e-05
0,1778,0.0003687260390500019
0,1789,0.0003687260390500019
0,1674,4.9748941802516486e-05
0,651,0.00011461111069332159
0,131,2.6167426083198538e-05
0,1311,7.4364251796028e-05
0,31,0.00036905432544682184
2,3,0.0003687260390500019
2,83,3.9530351723643086e-05
2,154,2.147485603780239e-05
2,57,1.9489402538133285e-05
2,184,2.9469329068721703e-05
2,31,0.0001725579030329023
2,131,3.0695110453967604e-05
2,220,3.222313838950015e-05
2,50,8.22076136590085e-05
2,307,7.988367808052938e-05
2,87,2.8615626462243825e-05
2,617,0.0003684485928204684
2,67,2.8163617323674754e-05
2,98,4.3572565181408085e-05
2,384,4.392717537605542e-05
2,813,9.269056951518295e-05
2,371,7.93980143833373e-05
2,71,7.738394570919679e-05
2,487,3.7698393778910105e-05
2,41,0.00019483730389179924
2,370,4.3479875709030066e-05
2,497,6.646474066925097e-05
2,589,3.407467155022787e-05
2,316,6.410640435773054e-05
2,476,8.00289395716443e-05
2,193,0.00013885948135420876
2,1191,0.00035448871380787346
2,1248,0.0002893284404185115
2,1112,0.00012399988171583822
2,486,3.178829928350058e-05
2,554,9.96676294256499e-05
2,175,0.0001932769981209605
2,322,0.00014169294409331105
