0,1,8.544492137524216e-06
0,3,2.4745898767204416e-05
0,6,3.464658975316257e-06
0,10,6.456718770017315e-06
0,12,5.261976748394806e-06
0,20,5.362695296745807e-06
0,0,0.0
0,29,9.81525056186874e-06
0,64,8.489373508114858e-06
0,114,5.0290824565337855e-06
0,127,1.2498826535515599e-06
0,163,1.642375688988417e-05
0,180,4.553042212454383e-06
0,202,1.1048203562549837e-05
0,230,3.5414963553870914e-06
0,272,5.531459325439808e-06
0,354,9.426174046336416e-06
0,145,3.371971223907531e-05
0,381,0.0001467647783650517
0,390,1.0208961492564043e-05
0,418,1.0190414960530876e-05
0,183,6.245591072276635e-06
0,203,4.390099469054933e-05
0,420,4.605117990110426e-06
0,2,5.023693973033839e-05
0,95,0.00014521752751015278
0,518,2.3582913561320474e-05
0,4,4.9522330877141534e-05
0,617,3.9075269568030535e-06
0,247,1.6851703236367815e-05
0,173,5.1156189272662196e-05
0,419,4.8178676812785136e-05
0,716,1.0956798147524153e-05
0,738,5.4183369029771166e-06
0,38,8.124931223803624e-06
0,19,0.00010698808844029387
0,273,1.4223356113529128e-05
0,1035,5.9578204266091845e-05
0,73,0.00012534672814438732
0,47,5.377999286240828e-05
0,25,5.055482772128991e-05
0,538,0.00010684797177981306
0,100,9.701373322568553e-06
0,655,0.00019447108226964662
0,568,3.398582095137565e-05
0,1391,1.940443770776977e-06
0,1937,1.553744322263615e-05
0,2005,1.469118359176279e-05
0,1591,4.157739537993212e-06
0,2099,1.553744322263615e-05
0,889,5.398723478960167e-06
0,407,1.3710460940305877e-05
0,1246,0.00012212380947853604
0,767,5.7098918000446257e-05
0,2675,9.655249531293069e-07
0,8,7.305529431553113e-06
0,3753,9.368983445293243e-06
0,3912,5.50982023656851e-06
0,4957,5.984359997751559e-06
0,4388,7.687587490127524e-06
0,571,0.00021998300307319698
0,5348,6.653771606181603e-06
0,5262,1.0984095039042966e-05
0,505,1.1555834704004841e-05
0,1369,7.71301789919406e-06
0,96,3.869152396785159e-05
0,6369,0.00020065821947622595
0,6442,1.0713084569763067e-05
0,2350,0.000517943279364834
0,3124,9.381420555606187e-06
0,8432,1.4885486375107567e-05
0,9330,1.553744322263615e-05
0,758,0.00010238672867385219
0,344,1.0849061408701933e-05
0,17047,6.935054913919537e-06
