"id","arrival_time"
"82175","1"
"2374","1"
"114094","2"
"114095","2"
"116112","3"
"83838","3"
"4958","4"
"40907","4"
"3760","5"
"4624","5"
"4204","6"
"1210","6"
"58518","7"
"58966","7"
"2353","8"
"2391","8"
"130607","9"
"136933","9"
"22006","10"
"44140","10"
"58856","11"
"18304","11"
"110973","12"
"103612","12"
"123264","13"
"112153","13"
"14832","14"
"2626","14"
"6728","15"
"1854","15"
"1","16"
"74722","16"
"12930","17"
"29207","17"
"73686","18"
"73681","18"
"3296","19"
"1232","19"
"4729","20"
"2236","20"
"89899","21"
"72922","21"
"107683","22"
"107681","22"
"4104","23"
"2620","23"
"14561","24"
"27519","24"
"24718","25"
"35592","25"
"67179","26"
"18863","26"
"243","27"
"51","27"
"40479","28"
"3514","28"
"88797","29"
"105767","29"
"45078","30"
"4110","30"
"6219","31"
"19978","31"
"9312","32"
"28722","33"
"28723","33"
"99142","34"
"84987","34"
"58703","35"
"59049","35"
"26731","36"
"26778","36"
"62312","37"
"40846","37"
"2243","38"
"3644","38"
"32584","39"
"61800","39"
"137350","40"
"104419","40"
"11733","41"
"12689","41"
"69145","42"
"92852","42"
"106836","43"
"106837","43"
"6529","44"
"12634","44"
"34478","45"
"22723","45"
"29959","46"
"49478","46"
"69883","47"
"5519","47"
"67171","48"
"283","49"
"781","49"
"1482","50"
"18491","50"
"38078","51"
"25687","51"
"13745","52"
"3609","52"
"36727","53"
"31581","53"
"4250","54"
"14854","54"
"23674","55"
"30001","55"
"12479","56"
"14338","56"
"12223","57"
"29717","57"
"95061","58"
"117508","58"
"97254","59"
"28226","59"
"6313","60"
"10789","60"
"80126","61"
"7416","61"
"130665","62"
"132746","62"
"110289","63"
"110296","63"
"89604","64"
"3722","64"
"47339","65"
"48284","65"
"104269","66"
"87152","66"
"27185","67"
"26350","67"
"80501","68"
"127676","68"
"63240","69"
"63938","69"
"114238","70"
"114337","70"
"3798","71"
"4697","71"
"26521","72"
"38372","72"
"26501","73"
"81326","73"
"1766","74"
"801","74"
"11147","75"
"30087","75"
"487","76"
"17771","76"
"121947","77"
"69447","77"
"100235","78"
"102021","78"
"2923","79"
"46538","79"
"122689","80"
"134662","80"
"10461","81"
"10490","81"
"10756","82"
"10757","82"
"1562","83"
"63838","84"
"65777","84"
"76802","85"
"86050","85"
"59305","86"
"127874","87"
"879","87"
"25575","88"
"27206","88"
"313","89"
"2575","89"
"98439","91"
"122534","91"
"27014","92"
"118765","92"
"32485","93"
"32486","93"
"103509","94"
"65667","94"
"62357","95"
"32895","95"
"28942","96"
"62746","96"
"14877","97"
"2696","97"
"108740","98"
"78858","98"
"105545","99"
"137296","100"
"49202","101"
"10588","101"
"2618","102"
"24262","102"
"121775","103"
"117278","104"
"52629","104"
"67150","105"
"72038","105"
"56940","106"
"61767","106"
"63121","107"
"46677","107"
"123013","108"
"126017","108"
"9544","109"
"69125","109"
"72867","110"
"8960","110"
"83728","111"
"87432","111"
"79830","112"
"104199","112"
"76260","113"
"72886","113"
"111939","114"
"107771","114"
"108019","115"
"95622","116"
"102179","116"
"24545","117"
"20789","117"
"91234","118"
"105591","118"
"132876","119"
"132877","119"
"1353","120"
"3763","120"
"130623","121"
"59487","121"
"913","122"
"1338","122"
"6556","123"
"3386","123"
"8828","124"
"3029","124"
"4761","125"
"147","125"
"35105","126"
"133464","126"
"7450","127"
"8043","127"
"42467","128"
"29418","128"
"96779","129"
"93210","129"
"114327","130"
"91114","130"
"34009","131"
"50870","131"
"90225","132"
"131410","132"
"103676","133"
"106265","133"
"3005","134"
"1823","134"
"23426","135"
"20664","135"
"20744","136"
"21226","136"
"105211","137"
"57427","137"
"7556","138"
"8887","138"
"83331","139"
"48134","139"
"36900","140"
"36914","140"
"57754","141"
"60570","141"
"122553","142"
"122663","142"
"122168","143"
"84007","143"
"7631","144"
"20646","144"
"2961","145"
"16562","145"
"124326","146"
"124189","146"
"5574","147"
"27","147"
"274","148"
"774","148"
"16214","149"
"6725","149"
"117417","150"
"63222","151"
"97172","152"
"78436","152"
"57223","153"
"128224","153"
"2109","154"
"2094","154"
"30501","155"
"5125","155"
"932","156"
"72430","157"
"59199","157"
"15310","158"
"24615","158"
"34868","159"
"22208","159"
"35158","160"
"82403","161"
"127390","161"
"60655","162"
"8841","163"
"9140","163"
"106096","164"
"36210","164"
"96085","165"
"73116","166"
