0	1	2004-04-15
2	3	2004-04-17
4	1	2004-04-20
5	6	2004-04-20
7	6	2004-04-20
8	9	2004-04-20
8	10	2004-04-20
11	12	2004-04-20
8	13	2004-04-20
8	14	2004-04-20
8	15	2004-04-20
8	16	2004-04-20
8	13	2004-04-20
8	17	2004-04-20
18	17	2004-04-20
19	20	2004-04-20
18	21	2004-04-20
7	22	2004-04-20
8	23	2004-04-20
8	21	2004-04-20
24	20	2004-04-20
25	6	2004-04-21
26	27	2004-04-21
28	24	2004-04-21
29	30	2004-04-21
29	30	2004-04-21
29	30	2004-04-21
29	30	2004-04-21
31	32	2004-04-21
33	34	2004-04-21
33	32	2004-04-21
35	36	2004-04-21
37	38	2004-04-21
35	39	2004-04-21
40	14	2004-04-21
40	10	2004-04-21
40	13	2004-04-21
40	12	2004-04-21
40	38	2004-04-21
40	41	2004-04-22
40	42	2004-04-22
8	39	2004-04-22
43	44	2004-04-22
45	21	2004-04-22
43	45	2004-04-22
46	45	2004-04-22
47	45	2004-04-22
8	48	2004-04-22
35	49	2004-04-22
43	50	2004-04-22
31	51	2004-04-22
35	31	2004-04-22
52	53	2004-04-22
35	54	2004-04-22
55	56	2004-04-22
35	31	2004-04-22
35	57	2004-04-22
43	58	2004-04-22
50	57	2004-04-22
43	13	2004-04-22
35	55	2004-04-22
35	59	2004-04-22
55	60	2004-04-22
61	49	2004-04-22
35	59	2004-04-22
31	58	2004-04-22
35	59	2004-04-22
35	49	2004-04-22
40	62	2004-04-22
40	63	2004-04-22
40	64	2004-04-22
40	55	2004-04-22
40	60	2004-04-22
40	42	2004-04-22
40	51	2004-04-22
40	57	2004-04-22
40	58	2004-04-22
8	63	2004-04-22
8	57	2004-04-22
11	65	2004-04-22
31	57	2004-04-22
11	65	2004-04-22
66	31	2004-04-22
40	31	2004-04-22
66	31	2004-04-22
31	67	2004-04-22
67	55	2004-04-22
66	31	2004-04-22
66	31	2004-04-22
67	60	2004-04-22
66	31	2004-04-22
66	7	2004-04-22
68	66	2004-04-22
69	50	2004-04-22
43	49	2004-04-22
66	31	2004-04-22
70	57	2004-04-22
70	71	2004-04-22
50	57	2004-04-22
71	70	2004-04-22
72	73	2004-04-22
73	72	2004-04-22
72	73	2004-04-22
73	72	2004-04-22
33	57	2004-04-22
43	74	2004-04-22
43	74	2004-04-22
8	57	2004-04-22
72	73	2004-04-22
8	75	2004-04-22
31	76	2004-04-22
40	75	2004-04-22
40	77	2004-04-22
78	47	2004-04-22
78	62	2004-04-22
40	79	2004-04-22
78	57	2004-04-22
40	80	2004-04-22
78	69	2004-04-22
18	81	2004-04-22
18	71	2004-04-22
11	31	2004-04-22
18	63	2004-04-22
18	57	2004-04-22
18	57	2004-04-22
18	57	2004-04-22
18	51	2004-04-22
82	58	2004-04-22
50	69	2004-04-22
37	57	2004-04-22
40	57	2004-04-22
62	78	2004-04-22
40	62	2004-04-22
66	58	2004-04-22
40	62	2004-04-22
40	57	2004-04-22
43	83	2004-04-22
18	84	2004-04-22
18	71	2004-04-22
2	83	2004-04-22
18	7	2004-04-22
18	57	2004-04-22
83	85	2004-04-22
82	57	2004-04-22
35	59	2004-04-22
85	47	2004-04-22
86	62	2004-04-22
35	87	2004-04-22
86	7	2004-04-22
35	88	2004-04-22
89	55	2004-04-22
35	89	2004-04-22
35	83	2004-04-22
90	91	2004-04-22
35	92	2004-04-22
90	91	2004-04-22
35	89	2004-04-22
90	91	2004-04-22
35	59	2004-04-22
35	83	2004-04-22
50	57	2004-04-22
93	83	2004-04-22
35	83	2004-04-22
93	83	2004-04-22
93	83	2004-04-22
68	83	2004-04-22
68	94	2004-04-22
86	7	2004-04-22
2	83	2004-04-22
2	83	2004-04-22
47	85	2004-04-22
83	7	2004-04-22
90	80	2004-04-22
95	87	2004-04-22
7	83	2004-04-22
83	7	2004-04-22
90	46	2004-04-22
96	97	2004-04-22
97	96	2004-04-22
96	97	2004-04-22
47	96	2004-04-22
98	7	2004-04-22
98	7	2004-04-22
96	47	2004-04-22
99	100	2004-04-22
101	96	2004-04-22
96	47	2004-04-22
96	101	2004-04-22
100	99	2004-04-22
47	57	2004-04-22
96	47	2004-04-22
102	71	2004-04-22
102	57	2004-04-22
103	58	2004-04-22
103	58	2004-04-22
102	71	2004-04-22
104	55	2004-04-23
105	71	2004-04-23
104	60	2004-04-23
104	7	2004-04-23
104	32	2004-04-23
104	106	2004-04-23
104	80	2004-04-23
43	101	2004-04-23
35	104	2004-04-23
35	103	2004-04-23
33	107	2004-04-23
33	108	2004-04-23
35	109	2004-04-23
110	111	2004-04-23
33	57	2004-04-23
35	112	2004-04-23
35	108	2004-04-23
78	108	2004-04-23
113	104	2004-04-23
100	114	2004-04-23
55	89	2004-04-23
55	104	2004-04-23
55	67	2004-04-23
28	57	2004-04-23
86	57	2004-04-23
43	115	2004-04-23
43	116	2004-04-23
43	116	2004-04-23
