"id","arrival_time"
"87686","1"
"87762","1"
"26036","2"
"742","2"
"6466","3"
"15596","3"
"27752","4"
"27751","4"
"243","5"
"2877","5"
"31372","6"
"63209","6"
"83250","7"
"37663","7"
"19422","8"
"2236","8"
"46950","9"
"56268","9"
"117940","10"
"121366","10"
"16413","11"
"37335","11"
"30344","12"
"8666","12"
"33552","13"
"44002","13"
"101210","14"
"92441","14"
"92158","15"
"128980","15"
"20401","16"
"20265","16"
"58856","17"
"64189","17"
"124467","18"
"88393","19"
"91790","19"
"19935","20"
"8316","20"
"35990","21"
"128078","21"
"21009","22"
"44","22"
"54982","23"
"55040","23"
"22006","24"
"60509","24"
"103412","25"
"33156","25"
"72755","26"
"117793","26"
"10893","27"
"1939","27"
"80626","28"
"42232","28"
"10387","29"
"2162","29"
"39913","30"
"36252","30"
"10339","31"
"54053","31"
"175","32"
"121005","32"
"212","33"
"110184","33"
"21304","34"
"41377","34"
"45267","35"
"61711","35"
"43589","36"
"129951","37"
"2415","37"
"10585","38"
"32807","38"
"3172","39"
"2828","39"
"99735","40"
"117221","40"
"8401","41"
"110152","41"
"19948","42"
"49491","42"
"362","43"
"1770","43"
"40463","44"
"131832","44"
"20683","45"
"10723","45"
"137125","46"
"137126","46"
"111145","47"
"17697","47"
"27014","48"
"12150","48"
"3502","49"
"3500","49"
"8828","50"
"1","50"
"15978","51"
"123335","51"
"335","52"
"9010","52"
"24965","53"
"132118","53"
"42291","54"
"14814","54"
"16760","55"
"70402","56"
"70581","56"
"82403","57"
"133486","57"
"50429","58"
"50430","58"
"35764","59"
"111385","59"
"104698","60"
"95339","60"
"49183","61"
"29210","61"
"28257","62"
"131975","62"
"124259","63"
"127063","63"
"90612","64"
"90613","64"
"5139","65"
"57765","65"
"83492","66"
"99733","66"
"101156","67"
"101151","67"
"9781","68"
"14561","69"
"9074","69"
"56583","70"
"11113","70"
"2923","71"
"33450","71"
"17920","72"
"18758","72"
"121535","73"
"3942","73"
"93415","74"
"124241","74"
"115518","75"
"67408","75"
"135136","76"
"58123","76"
"28871","77"
"27106","77"
"2502","78"
"1007","78"
"49175","79"
"54190","79"
"237","80"
"695","80"
"51836","81"
"70335","81"
"68252","82"
"63304","82"
"119404","83"
"15204","83"
"90052","84"
"91205","84"
"483","85"
"88","85"
"13247","86"
"13342","86"
"79558","87"
"76214","87"
"46166","88"
"9540","88"
"103356","89"
"35667","89"
"44340","90"
"1749","91"
"111151","92"
"56260","92"
"16007","93"
"115432","94"
"127778","94"
"9517","95"
"91818","96"
"111215","96"
"100506","97"
"79204","97"
"56277","98"
"62357","98"
"63382","99"
"63469","99"
"83110","100"
"2368","101"
"12438","102"
"80608","102"
"26561","103"
"4682","103"
"9565","104"
"4543","104"
"30116","105"
"30142","105"
"2618","106"
"130538","106"
"42810","107"
"16647","107"
"3409","108"
"53890","108"
"53204","109"
"1592","109"
"67150","110"
"76210","110"
"37824","111"
"27102","111"
"2197","112"
"12180","112"
"19715","113"
"8564","113"
"12236","114"
"7027","114"
"12244","115"
"31232","115"
"73025","116"
"73026","116"
"26792","117"
"116125","117"
"4697","118"
"3598","118"
"86788","119"
"56650","119"
"7950","120"
"7951","120"
"46187","121"
"103390","121"
"1422","122"
"869","122"
"102267","123"
"97183","123"
"59347","124"
"80922","124"
"111189","125"
"111190","125"
"112019","126"
"77329","126"
"25652","127"
